topico;edicao;ano;cidade_pais;agente_cargo;trecho_curto;trecho_discurso
Compromisso;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil dedica seus melhores esforços para tornar esta Conferência um sucesso e garantir que seu regime seja efetivo. Continuaremos a negociar com um espírito construtivo, com vistas a atingir convergência e compreensão mútuas acerca do que é necessário para produzir resultados positivos por meio de um contexto político otimista que leve a ações concretas.;O Brasil dedica seus melhores esforços para tornar esta Conferência um sucesso e garantir que seu regime seja efetivo. Continuaremos a negociar com um espírito construtivo, com vistas a atingir convergência e compreensão mútuas acerca do que é necessário para produzir resultados positivos por meio de um contexto político otimista que leve a ações concretas.
Compromisso;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil está integralmente comprometido na busca por soluções efetivas e concretas para esses desafios por meio da UNFCCC e seu Protocolo de Quioto, que são instrumentos fundamentais para o enfrentamento da mudança do clima.;O Brasil está integralmente comprometido na busca por soluções efetivas e concretas para esses desafios por meio da UNFCCC e seu Protocolo de Quioto, que são instrumentos fundamentais para o enfrentamento da mudança do clima.
Compromisso;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Já ultrapassamos os níveis aceitáveis de emissões globais. Ou todos os países se comprometem agora com uma contribuição substancial e efetiva para os esforços de adaptação e a redução global das emissões, ou ações futuras podem chegar muito tarde.;Já ultrapassamos os níveis aceitáveis de emissões globais. Ou todos os países se comprometem agora com uma contribuição substancial e efetiva para os esforços de adaptação e a redução global das emissões, ou ações futuras podem chegar muito tarde. É por isso que as metas voluntárias brasileiras são tão ambiciosas e por isso estamos enfrentando esse problema com tanta firmeza em meu país.
Compromisso;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil continua totalmente comprometido com os esforços globais para combater as mudanças climáticas (...);O Brasil continua totalmente comprometido com os esforços globais para combater as mudanças climáticas, elaborando e conduzindo iniciativas ambiciosas para reduzir as emissões dentro de seu próprio território e agindo juntamente com a comunidade global para garantir um resultado bem sucedido das negociações internacionais atualmente em curso.
Compromisso;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil trouxe a Lima propostas inovadoras, com a intenção de chegar a um consenso. Embora seja esperado um nível grande de ambição de todas as Partes, devemos garantir que os compromissos anteriores estejam protegidos, e que os países desenvolvidos tomem a dianteira nos esforços globais contra a mudança climática (...);A diferenciação entre países desenvolvidos e em desenvolvimento é absolutamente essencial para garantir o nível de ambição global necessário para manter o aumento de temperatura abaixo do limiar acordado. O Brasil trouxe a Lima propostas inovadoras, com a intenção de chegar a um consenso. Embora seja esperado um nível grande de ambição de todas as Partes, devemos garantir que os compromissos anteriores estejam protegidos, e que os países desenvolvidos tomem a dianteira nos esforços globais contra a mudança climática, ao mesmo tempo em que permitem aos países em desenvolvimento assumir gradualmente mais obrigações, de acordo com suas circunstâncias de desenvolvimento.
Compromisso;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil tem feito sua parte e está pronto e disposto a contribuir ainda mais com os esforços globais contra a mudança climática.;O Brasil tem feito sua parte e está pronto e disposto a contribuir ainda mais com os esforços globais contra a mudança climática. Conclamamos os países desenvolvidos a assumir suas responsabilidades perante a comunidade internacional e as aspirações legítimas da sociedade civil global.
Compromisso;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;O caminho do compromisso conduz ao que chamamos convergência, que progressivamente aproximará as obrigações de todos os países e para isso torna-se necessário o mecanismo quinquenal de revisão.;O caminho do compromisso conduz ao que chamamos convergência, que progressivamente aproximará as obrigações de todos os países e para isso torna-se necessário o mecanismo quinquenal de revisão.
Compromisso;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Estamos preparados para cumprir nossos compromissos e todo apoio internacional para nos ajudar a alcançá-los será muito bem-vindo.;Estamos preparados para cumprir nossos compromissos e todo apoio internacional para nos ajudar a alcançá-los será muito bem-vindo. Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.
Compromisso;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Permitam-me reiterar o compromisso do Brasil de não poupar esforços para enfrentar os desafios da mudança do clima, ao adotar ações e práticas concretas que transformem nossa economia em uma economia de baixo carbono e promovam uma maior participação de todos os setores em direção a ações socialmente justas, economicamente sólidas e ambientalmente equilibradas.;Permitam-me reiterar o compromisso do Brasil de não poupar esforços para enfrentar os desafios da mudança do clima, ao adotar ações e práticas concretas que transformem nossa economia em uma economia de baixo carbono e promovam uma maior participação de todos os setores em direção a ações socialmente justas, economicamente sólidas e ambientalmente equilibradas.
Compromisso;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;Para o Brasil, a despeito dos avanços já alcançados, precisamos agora fazer com que esses resultados sejam permanentes. Isso implica, por parte da comunidade internacional, o reconhecimento de que a conservação das florestas tropicais é importante para o equilíbrio climático do planeta.;Para o Brasil, a despeito dos avanços já alcançados, precisamos agora fazer com que esses resultados sejam permanentes. Isso implica, por parte da comunidade internacional, o reconhecimento de que a conservação das florestas tropicais é importante para o equilíbrio climático do planeta.
Compromisso;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência, sem postergar ainda mais um compromisso assumido em 2015 e até o momento não realizado em sua plenitude.;Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência, sem postergar ainda mais um compromisso assumido em 2015 e até o momento não realizado em sua plenitude.
Comunidades;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;A contribuição das comunidades rurais e dos povos indígenas é fundamental.;A contribuição das comunidades rurais e dos povos indígenas é fundamental. Estamos falando de transformações profundas nos padrões de consumo e produção. Daí a oportunidade que se abre para o desenvolvimento de novas tecnologias.
Comunidades;COP23;2017;Bonn, Alemanhã;José Sarney Filho, Ministro do Meio Ambiente;Entre as prioridades, está intensificar os Pagamentos por Serviços Ambientais, e oferecer às populações que vivem na floresta alternativas econômicas que valorizem o bem ambiental.;Além do combate ao desmatamento, também instituímos uma Política de Recuperação da Vegetação Nativa, cuja meta é recuperar 12 milhões de hectares até 2030. Entre as prioridades, está intensificar os Pagamentos por Serviços Ambientais, e oferecer às populações que vivem na floresta alternativas econômicas que valorizem o bem ambiental.
Comunidades;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Valorizar a importância econômica dos recursos naturais significa proporcionar o desenvolvimento sustentável das comunidades que vivem da floresta.;Precisamos fortalecer nossas ações coercitivas, combatendo com afinco o desmatamento ilegal e, ao mesmo tempo, criando alternativas econômicas viáveis para as pessoas daquela região. Valorizar a importância econômica dos recursos naturais significa proporcionar o desenvolvimento sustentável das comunidades que vivem da floresta.
Contribuições Nacionalmente Determinadas (NDC);COP21;2015;Paris, França;Dilma Rousseff, Presidenta;A INDC, a Contribuição Nacionalmente Determinada do Brasil, tem como meta reduzir em 43% as emissões no ano 2030 em comparação com 2005.;A INDC, a Contribuição Nacionalmente Determinada do Brasil, tem como meta reduzir em 43% as emissões no ano 2030 em comparação com 2005. Trata-se de meta de redução absoluta para o conjunto da economia.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030.;A NDC do Brasil é indicativa de nosso compromisso integral com os esforços globais para combater a mudança do clima. Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030.
Contribuições Nacionalmente Determinadas (NDC);COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa.;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa. Hoje, ela é composta por 43% de energias renováveis, muito próximo do compromisso assumido de 45% até 2030.
Contribuições Nacionalmente Determinadas (NDC);COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;O Brasil antecipou, já em 2017, as metas voluntárias de redução de emissões de gases de efeito estufa previstas nas nossas Ações de Mitigação Nacionalmente Adequadas (NDC) para 2020.;O Brasil antecipou, já em 2017, as metas voluntárias de redução de emissões de gases de efeito estufa previstas nas nossas Ações de Mitigação Nacionalmente Adequadas (NDC) para 2020. Esse resultado é vinculado somente ao setor florestal e não contabiliza as ações de mitigação adicionais e voluntárias do Mecanismo de Desenvolvimento Limpo do Protocolo de Quioto.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;O Brasil segue empenhado em ampliar a sua cooperação com os países em desenvolvimento e reconhece o papel complementar da cooperação Sul-Sul, conforme destacado em nossa NDC.;O fortalecimento das parcerias bilaterais e multilaterais nos ajudará a alcançar um êxito ainda maior, contribuindo para uma redução global das emissões capaz de promover tanto o crescimento sustentável como a erradicação da pobreza. O Brasil segue empenhado em ampliar a sua cooperação com os países em desenvolvimento e reconhece o papel complementar da cooperação Sul-Sul, conforme destacado em nossa NDC.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;A NDC do Brasil é indicativa de nosso compromisso integral com os esforços globais para combater a mudança do clima. Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030. Nossa NDC inclui elementos de adaptação, meios de implementação e mitigação por intermédio de iniciativas aplicáveis a setores-chave responsáveis pelas emissões nacionais, com especial atenção para a energia e a agricultura, bem como, naturalmente, a mudança de uso da terra e florestas.;A NDC do Brasil é indicativa de nosso compromisso integral com os esforços globais para combater a mudança do clima. Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030. Nossa NDC inclui elementos de adaptação, meios de implementação e mitigação por intermédio de iniciativas aplicáveis a setores-chave responsáveis pelas emissões nacionais, com especial atenção para a energia e a agricultura, bem como, naturalmente, a mudança de uso da terra e florestas.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030. Nossa NDC inclui elementos de adaptação, meios de implementação e mitigação por intermédio de iniciativas aplicáveis a setores-chave responsáveis pelas emissões nacionais, com especial atenção para a energia e a agricultura, bem como, naturalmente, a mudança de uso da terra e florestas.;Nossa NDC estabeleceu para a economia como um todo uma meta absoluta de reduzir as emissões de gases de efeito estufa em 37% abaixo dos níveis de 2005 até 2025, e uma meta indicativa de 43% de redução até 2030. Nossa NDC inclui elementos de adaptação, meios de implementação e mitigação por intermédio de iniciativas aplicáveis a setores-chave responsáveis pelas emissões nacionais, com especial atenção para a energia e a agricultura, bem como, naturalmente, a mudança de uso da terra e florestas.
Contribuições Nacionalmente Determinadas (NDC);COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa.;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa. Hoje, ela é composta por 43% de energias renováveis, muito próximo do compromisso assumido de 45% até 2030.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.;Estamos preparados para cumprir nossos compromissos e todo apoio internacional para nos ajudar a alcançá-los será muito bem-vindo. Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.
Contribuições Nacionalmente Determinadas (NDC);COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.;Estamos preparados para cumprir nossos compromissos e todo apoio internacional para nos ajudar a alcançá-los será muito bem-vindo. Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.
Créditos de carbono;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Portanto, é da maior importância que os créditos e projetos de carbono desenvolvidos no âmbito do MDL sejam honrados por meio de uma transição adequada de unidades, projetos e metodologias para o Mecanismo de Desenvolvimento Sustentável, no âmbito do Artigo 6 do Acordo de Paris.;As emissões do Brasil representam menos de 3% das emissões globais. O Brasil sempre se engajou em iniciativas para proteger o planeta e nosso futuro, de acordo com a Convenção das Nações Unidas para a Mudança do Clima, o Protocolo de Kyoto e o Acordo de Paris. Reduções significativas de emissões foram geradas no Brasil sob o Mecanismo de Desenvolvimento Limpo (MDL) do Protocolo de Kyoto. Essa foi uma grande contribuição de nosso setor privado para a luta contra as mudanças do clima. Portanto, é da maior importância que os créditos e projetos de carbono desenvolvidos no âmbito do MDL sejam honrados por meio de uma transição adequada de unidades, projetos e metodologias para o Mecanismo de Desenvolvimento Sustentável, no âmbito do Artigo 6 do Acordo de Paris.
Créditos de carbono;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;A ausência de novos recursos públicos pode levar a uma corrida aos créditos de carbono. Se não forem usados de modo adequado, os recursos por eles gerados acabarão rapidamente, e as emissões dos países ricos não serão contidas - e muito menos reduzidas ao nível necessário para frear o aquecimento global.;Evidentemente, somos todos a favor de recorrer ao mercado para encontrar soluções para nossos problemas. E o mercado pode, de fato, ajudar. Mas convém ter algum cuidado. A ausência de novos recursos públicos pode levar a uma corrida aos créditos de carbono. Se não forem usados de modo adequado, os recursos por eles gerados acabarão rapidamente, e as emissões dos países ricos não serão contidas - e muito menos reduzidas ao nível necessário para frear o aquecimento global.”
Desenvolvimento e Cooperação;COP10;2004;Buenos Aires, Argentina;Marina Silva, Ministra do Meio Ambiente;A superação desse problema envolve outro dos grandes desafios para a evolução futura do regime: o desenvolvimento de uma política de cooperação científica e tecnológica de grande alcance ao amparo da Convenção.;Ainda que haja limitações quanto ao conhecimento da evolução do clima em âmbito planetário, o grau de incerteza é mais elevado nas regiões mais pobres do planeta, em função da ausência de estudos aprofundados sobre a evolução do clima nessas regiões. A superação desse problema envolve outro dos grandes desafios para a evolução futura do regime: o desenvolvimento de uma política de cooperação científica e tecnológica de grande alcance ao amparo da Convenção.
Desenvolvimento e Cooperação;COP10;2004;Buenos Aires, Argentina;Marina Silva, Ministra do Meio Ambiente;Diversos países em desenvolvimento têm promovido esforços na área de adaptação, mas são esforços pequenos diante da dimensão do problema.;Diversos países em desenvolvimento têm promovido esforços na área de adaptação, mas são esforços pequenos diante da dimensão do problema. Por isso é preciso que sejam identificados mecanismos de apoio, especialmente financeiros, para aprofundar parcerias, com vistas à formação de uma rede de centros de pesquisa em ciências climáticas em países em desenvolvimento, proporcionando o suporte necessário às ações de adaptação.
Desenvolvimento e Cooperação;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil está cooperando com seus vizinhos amazônicos a fim de fortalecer as capacidades nacionais de monitoramento e combate ao desmatamento e está trabalhando para construir iniciativas de cooperação similares às da cooperação Sul-Sul com países da Bacia do Congo.;Nossa ambição e determinação de combater ativamente as mudanças climáticas ultrapassam nossas fronteiras. O Brasil está cooperando com seus vizinhos amazônicos a fim de fortalecer as capacidades nacionais de monitoramento e combate ao desmatamento e está trabalhando para construir iniciativas de cooperação similares às da cooperação Sul-Sul com países da Bacia do Congo.
Desenvolvimento e Cooperação;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;O fortalecimento das parcerias bilaterais e multilaterais nos ajudará a alcançar um êxito ainda maior, contribuindo para uma redução global das emissões capaz de promover tanto o crescimento sustentável como a erradicação da pobreza. O Brasil segue empenhado em ampliar a sua cooperação com os países em desenvolvimento e reconhece o papel complementar da cooperação Sul-Sul, conforme destacado em nossa NDC.;O fortalecimento das parcerias bilaterais e multilaterais nos ajudará a alcançar um êxito ainda maior, contribuindo para uma redução global das emissões capaz de promover tanto o crescimento sustentável como a erradicação da pobreza. O Brasil segue empenhado em ampliar a sua cooperação com os países em desenvolvimento e reconhece o papel complementar da cooperação Sul-Sul, conforme destacado em nossa NDC.
Desenvolvimento e Cooperação;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;O fortalecimento das parcerias bilaterais e multilaterais é essencial para alcançarmos um êxito cada vez maior (...);O fortalecimento das parcerias bilaterais e multilaterais é essencial para alcançarmos um êxito cada vez maior, conjugando o imperativo de redução das emissões com o crescimento sustentável e a erradicação da pobreza.
Desmatamento;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;(...) as ações que o nosso governo vinha tomando para reduzi-las, especialmente no que diz respeito à expressiva parcela de 75% decorrentes do desmatamento na Amazônia.;Na oportunidade, num trabalho de altíssima qualidade e transparência, apresentamos não apenas nosso inventário de emissões, mas, também, as ações que o nosso governo vinha tomando para reduzi-las, especialmente no que diz respeito à expressiva parcela de 75% decorrentes do desmatamento na Amazônia.
Desmatamento;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;É, portanto, com grande satisfação que compareço aqui para anunciar que, pela primeira vez, desde 1997, verifica-se redução nas taxas de desmatamento da Amazônia. Os dados de 2005, divulgados no Brasil há dois dias, apontam uma acentuada redução de 31% nessas taxas. É importante notar que se verificou queda nas taxas de desmatamento em todas os estados amazônicos, mas essa queda foi particularmente forte nas áreas onde houve maior intervenção do Governo Federal por meio do Plano de Ação para Prevenção e Controle do Desmatamento na Amazonia, o mesmo plano que apresentamos em Buenos Aires.;É, portanto, com grande satisfação que compareço aqui para anunciar que, pela primeira vez, desde 1997, verifica-se redução nas taxas de desmatamento da Amazônia. Os dados de 2005, divulgados no Brasil há dois dias, apontam uma acentuada redução de 31% nessas taxas. É importante notar que se verificou queda nas taxas de desmatamento em todas os estados amazônicos, mas essa queda foi particularmente forte nas áreas onde houve maior intervenção do Governo Federal por meio do Plano de Ação para Prevenção e Controle do Desmatamento na Amazonia, o mesmo plano que apresentamos em Buenos Aires.
Desmatamento;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;Estou convencida de que esforços voluntários para reduzir o desmatamento constituem uma situação onde todos são vencedores.;Estou convencida de que esforços voluntários para reduzir o desmatamento constituem uma situação onde todos são vencedores. Para o Planeta, de maneira geral, assegura-se significativa redução das emissões globais de gases de efeito estufa.
Desmatamento;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Esforços para combater o desmatamento - a principal fonte das emissões no caso do Brasil - têm apresentado sucesso sem precedentes (...);O Brasil está implementando políticas para reduzir as emissões. Esforços para combater o desmatamento - a principal fonte das emissões no caso do Brasil - têm apresentado sucesso sem precedentes: a taxa de perda florestal nos últimos três anos diminuiu em cerca de 60%.
Desmatamento;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Embora seja importante, o desmatamento representa apenas uma parte do problema mundial.;Embora seja importante, o desmatamento representa apenas uma parte do problema mundial. A queima de combustíveis fósseis continua sendo, de longe, a maior fonte de gases de efeito estufa.
Desmatamento;COP15;2009;Copenhague, Dinamarca;Luiz Inácio Lula da Silva, Presidente;(...) e assumimos o compromisso de reduzir o desmatamento da Amazônia em 80% até 2020.;"(...) mudança no sistema da agricultura brasileira; mudança no sistema siderúrgico brasileiro; mudança e aprimoramento da nossa matriz energética, que já é uma das mais limpas do mundo; e assumimos o compromisso de reduzir o desmatamento da Amazônia em 80% até 2020."
Desmatamento;COP16;2010;Cancún, México;Izabella Teixeira, Ministra do Meio Ambiente;Na última década, a pobreza extrema do Brasil foi reduzida em 70%. No mesmo período, a taxa de desmatamento caiu em mais de 75%.;Na última década, a pobreza extrema do Brasil foi reduzida em 70%. No mesmo período, a taxa de desmatamento caiu em mais de 75%. Apenas este ano, espera-se que o PIB brasileiro cresça acima de 7,5%, e o desmatamento nunca esteve tão baixo desde que começamos a monitorá-lo nos anos 80.
Desmatamento;COP16;2010;Cancún, México;Izabella Teixeira, Ministra do Meio Ambiente;Embora o desmatamento seja a maior fonte de emissões no Brasil, temos o compromisso de reduzi-las em todos os setores.;Embora o desmatamento seja a maior fonte de emissões no Brasil, temos o compromisso de reduzi-las em todos os setores. No último ano, meu governo estabeleceu uma meta econômica voluntária de reduzir as emissões entre 36,1 e 38,9% até 2020 tendo como referência uma comparação com o cenário comercial atual.
Desmatamento;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Atualmente existem 15 projetos contratados com investimento de US$ 120 milhões em ações estratégicas em todos estados da Amazônia, para redução do desmatamento e uso sustentável das florestas.;Conta hoje com pouco mais de 1 bilhão de dólares comprometidos para investimento até 2015, fruto de doações privadas e de governos estrangeiros, dentre os quais destaco a Noruega. Atualmente existem 15 projetos contratados com investimento de US$ 120 milhões em ações estratégicas em todos estados da Amazônia, para redução do desmatamento e uso sustentável das florestas.
Desmatamento;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;No combate ao desmatamento, nossa maior fonte de emissões, o objetivo é de reduzir em 80% o desmatamento até 2020 em relação a média de desmatamento entre 1996 e 2005. Em 2011, atingimos uma redução de 66%, o menor índice de desmatamento desde que o sistema de monitoramento foi criado, em 1988. O desmatamento que, em 2004, atingiu um pico de 27 mil quilômetros quadrados, este ano caiu para pouco mais de 6 mil Km2.;Os esforços brasileiros de mitigação já estão apresentando resultados significativos. No combate ao desmatamento, nossa maior fonte de emissões, o objetivo é de reduzir em 80% o desmatamento até 2020 em relação a média de desmatamento entre 1996 e 2005. Em 2011, atingimos uma redução de 66%, o menor índice de desmatamento desde que o sistema de monitoramento foi criado, em 1988. O desmatamento que, em 2004, atingiu um pico de 27 mil quilômetros quadrados, este ano caiu para pouco mais de 6 mil Km2.
Desmatamento;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O índice de desmatamento ilegal de 2012 reduziu aproximadamente 27% se comparado com o mesmo período em 2011. O índice de desmatamento na Amazônia Legal para o período de 2011-2012 foi de quatro mil seiscentos e cinquenta quilômetros (4.650 km), em contrapartida a seis mil, quatrocentos e dezoito quilômetros (6.418km) observados no ano anterior. Trata-se da maior redução nos índices de desmatamento desde 2004, comparativamente significa a redução de cerca de 83%, tendo em vista que o desmatamento na época era de vinte e sete mil, setecentos e setenta e dois quilômetros (27.772 km).;Os Planos de Prevenção e Controle do Desmatamento nos Biomas Amazônia e Cerrado (PPCDAm e PPCerrado) estão gerando resultados consideráveis e consistentes de mitigação. O índice de desmatamento ilegal de 2012 reduziu aproximadamente 27% se comparado com o mesmo período em 2011. O índice de desmatamento na Amazônia Legal para o período de 2011-2012 foi de quatro mil seiscentos e cinquenta quilômetros (4.650 km), em contrapartida a seis mil, quatrocentos e dezoito quilômetros (6.418km) observados no ano anterior. Trata-se da maior redução nos índices de desmatamento desde 2004, comparativamente significa a redução de cerca de 83%, tendo em vista que o desmatamento na época era de vinte e sete mil, setecentos e setenta e dois quilômetros (27.772 km).
Desmatamento;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;A estratégia brasileira de enfrentamento das causas do desmatamento é abrangente e transversal.;A estratégia brasileira de enfrentamento das causas do desmatamento é abrangente e transversal. Envolve desde sistemas de monitoramento da cobertura florestal na Amazônia, a operações de fiscalização, concessões e manejo florestal, e a criação, no período entre 2004 e 2010, de 50 milhões de hectares em unidades de conservação federais e estaduais.
Desmatamento;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Nos últimos dez anos, as taxas de desmatamento caíram em mais de 80%.;A redução consistente das emissões originadas pelo uso do solo e florestas reflete em nosso compromisso voluntário nacional para mitigar a mudança climática. Nos últimos dez anos, as taxas de desmatamento caíram em mais de 80%. Seguimos com a estrutura de nossa Política Nacional sobre Mudança do Clima e estamos implementando Planos específicos de Mitigação e Adaptação à Mudança do Clima.
Desmatamento;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Esses planos abrangem desde prevenção e controle do desmatamento em florestas e cerrado brasileiros à expansão de hidroelétricas e outras fontes de energia renovável, e diminuição de emissões no setor industrial.;Seguimos com a estrutura de nossa Política Nacional sobre Mudança do Clima e estamos implementando Planos específicos de Mitigação e Adaptação à Mudança do Clima. Esses planos abrangem desde prevenção e controle do desmatamento em florestas e cerrado brasileiros à expansão de hidroelétricas e outras fontes de energia renovável, e diminuição de emissões no setor industrial. Mais de dois bilhões de dólares americanos foram gastos no último ano na consolidação de atividades com baixa intensidade de emissões de gases de efeito estufa no setor agrícola.
Desmatamento;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Este ano, não obstante os esforços contínuos do Governo Brasileiro, um aumento não desejado do desmatamento foi registrado na Amzônia Brasileira.;Este ano, não obstante os esforços contínuos do Governo Brasileiro, um aumento não desejado do desmatamento foi registrado na Amzônia Brasileira. Nosso compromisso voluntário, sacramentado em forma de lei, está inalterado, e assim permanecerá.
Desmatamento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Na semana passada, foram anunciadas as taxas de desmatamento da Amazônia para o período 2013/2014: houve uma redução de 18% em relação ao último período. Nos últimos quatro anos, esforços permanentes para combater o desmatamento na Amazônia nos permitiram atingir a quarta menor taxa de desmatamento anual em vinte e cinco anos de monitoramento florestal em meu país.;Na semana passada, foram anunciadas as taxas de desmatamento da Amazônia para o período 2013/2014: houve uma redução de 18% em relação ao último período. Nos últimos quatro anos, esforços permanentes para combater o desmatamento na Amazônia nos permitiram atingir a quarta menor taxa de desmatamento anual em vinte e cinco anos de monitoramento florestal em meu país.
Desmatamento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Não só nossas taxas de desmatamento caíram de forma significativa em 82% nos últimos 10 anos, mas dados recentes indicam que também temos taxas consideráveis de regeneração.;Não só nossas taxas de desmatamento caíram de forma significativa em 82% nos últimos 10 anos, mas dados recentes indicam que também temos taxas consideráveis de regeneração. Isso significa que o Brasil parou de emitir 650 milhões de toneladas de dióxido de carbono anualmente, uma contribuição importante e voluntária à redução global de emissões.
Desmatamento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando.;Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando. Essas áreas em regeneração representam duas vezes e meia a área total desmatada entre 2008 e 2012.
